lat,lon,sat
0,1,-9999
1,1,-9999
2,1,-9999
3,1,-9999
4,1,-9999
5,1,-9999
6,1,-9999
7,1,-9999
8,1,-9999
9,1,-9999
10,1,-9999
11,1,-9999
12,1,-9999
13,1,-9999
14,1,-9999
15,1,-9999
16,1,-9999
17,1,-9999
18,1,-9999
19,1,-9999
20,1,189.7092
21,1,-9999
22,1,-9999
23,1,-9999
24,1,-9999
25,1,-9999
26,1,-9999
27,1,-9999
28,1,-9999
29,1,-9999
30,1,-9999
31,1,-9999
32,1,-9999
33,1,-9999
34,1,-9999
35,1,-9999
36,1,-9999
37,1,-9999
38,1,-9999
39,1,-9999
40,1,-9999
41,1,-9999
42,1,-9999
43,1,-9999
44,1,-9999
45,1,-9999
46,1,-9999
47,1,-9999
48,1,-9999
49,1,-9999
50,1,-9999
51,1,-9999
52,1,-9999
53,1,-9999
54,1,-9999
55,1,-9999
56,1,-9999
57,1,-9999
58,1,-9999
59,1,-9999
60,1,-9999
61,1,-9999
62,1,-9999
63,1,-9999
64,1,-9999
65,1,-9999
66,1,-9999
67,1,-9999
68,1,-9999
69,1,-9999
70,1,-9999
71,1,-9999
72,1,-9999
73,1,-9999
74,1,-9999
75,1,-9999
76,1,-9999
77,1,-9999
78,1,-9999
79,1,-9999
80,1,-9999
81,1,-9999
82,1,-9999
83,1,-9999
84,1,-9999
85,1,-9999
86,1,-9999
87,1,-9999
88,1,-9999
89,1,-9999
90,1,-9999
91,1,-9999
92,1,-9999
93,1,-9999
94,1,-9999
95,1,-9999
96,1,-9999
97,1,-9999
98,1,-9999
99,1,-9999
100,1,-9999
101,1,-9999
102,1,-9999
103,1,-9999
104,1,-9999
105,1,-9999
106,1,-9999
107,1,-9999
108,1,-9999
109,1,-9999
110,1,-9999
111,1,-9999
112,1,-9999
113,1,-9999
114,1,-9999
115,1,-9999
116,1,-9999
117,1,-9999
118,1,-9999
119,1,-9999
120,1,-9999
121,1,-9999
122,1,-9999
123,1,-9999
124,1,-9999
125,1,-9999
126,1,-9999
127,1,-9999
128,1,-9999
129,1,-9999
130,1,-9999
131,1,-9999
132,1,-9999
133,1,-9999
134,1,-9999
135,1,-9999
136,1,-9999
137,1,-9999
138,1,-9999
139,1,-9999
140,1,-9999
141,1,-9999
142,1,-9999
143,1,-9999
144,1,-9999
145,1,-9999
146,1,-9999
147,1,-9999
148,1,-9999
0,2,-9999
1,2,-9999
2,2,-9999
3,2,-9999
4,2,-9999
5,2,-9999
6,2,-9999
7,2,-9999
8,2,-9999
9,2,-9999
10,2,-9999
11,2,-9999
12,2,-9999
13,2,-9999
14,2,-9999
15,2,-9999
16,2,-9999
17,2,-9999
18,2,-9999
19,2,-9999
20,2,192.0563
21,2,195.6788
22,2,200.8133
23,2,203.579
24,2,207.7058
25,2,209.8288
26,2,208.3363
27,2,199.6873
28,2,186.7897
29,2,170.42
30,2,153.3232
31,2,139.1064
32,2,128.0268
33,2,124.8418
34,2,125.2542
35,2,-9999
36,2,-9999
37,2,-9999
38,2,-9999
39,2,-9999
40,2,-9999
41,2,-9999
42,2,-9999
43,2,-9999
44,2,-9999
45,2,-9999
46,2,-9999
47,2,-9999
48,2,-9999
49,2,-9999
50,2,-9999
51,2,-9999
52,2,-9999
53,2,-9999
54,2,-9999
55,2,-9999
56,2,-9999
57,2,-9999
58,2,-9999
59,2,-9999
60,2,-9999
61,2,-9999
62,2,-9999
63,2,-9999
64,2,-9999
65,2,-9999
66,2,-9999
67,2,-9999
68,2,-9999
69,2,-9999
70,2,-9999
71,2,-9999
72,2,-9999
73,2,-9999
74,2,-9999
75,2,-9999
76,2,-9999
77,2,-9999
78,2,-9999
79,2,-9999
80,2,-9999
81,2,-9999
82,2,-9999
83,2,-9999
84,2,-9999
85,2,-9999
86,2,-9999
87,2,-9999
88,2,-9999
89,2,-9999
90,2,-9999
91,2,-9999
92,2,-9999
93,2,-9999
94,2,-9999
95,2,-9999
96,2,-9999
97,2,-9999
98,2,-9999
99,2,-9999
100,2,-9999
101,2,-9999
102,2,-9999
103,2,-9999
104,2,-9999
105,2,-9999
106,2,-9999
107,2,-9999
108,2,-9999
109,2,-9999
110,2,-9999
111,2,-9999
112,2,-9999
113,2,-9999
114,2,-9999
115,2,-9999
116,2,-9999
117,2,-9999
118,2,-9999
119,2,-9999
120,2,-9999
121,2,-9999
122,2,-9999
123,2,-9999
124,2,-9999
125,2,-9999
126,2,-9999
127,2,-9999
128,2,-9999
129,2,-9999
130,2,-9999
131,2,-9999
132,2,-9999
133,2,-9999
134,2,-9999
135,2,-9999
136,2,-9999
137,2,-9999
